"fasta","scaffold","gene_position","start_position","end_position","strandedness","rank","kegg_id","kegg_hit","peptidase_bitScore","pfam_hits","cazy_hits","classification","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references(genome_id,species_name,radius,ANI,AF)","msa_percent","translation_table","red_value","warnings"
"JW029.maxbin.001","NODE_2_length_43633_cov_58.447359",28,28774,29562,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__","GCA_004563715.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__SIRX01 sp004563715","78.82","0.39","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",78.12,11,0.916600767716388,"N/A"
"JW031.metabat.11","NODE_348_length_14930_cov_6.750454",3,1351,2142,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","GCA_013698305.1","95.0","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__JACCVC01 sp013698305","76.92","0.25","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",82.98,11,0.928961396761556,"N/A"
"JW031.metabat.21","NODE_486_length_12304_cov_8.167361",6,6709,7533,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus [PF01210.25]",NA,"d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",66.78,11,0.719393365797101,"N/A"
"JW031.metabat.24","NODE_5979_length_3763_cov_5.686084",3,1630,2514,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","GCA_013698305.1","95.0","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__JACCVC01 sp013698305","77.59","0.22","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",66.9,11,0.910236544472577,"N/A"
"JW031.metabat.3","NODE_1964_length_6103_cov_6.327381",3,862,1671,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__","GCA_013812825.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__Sphingomicrobium sp013812825","79.09","0.49","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_009720245.1, s__Sphingomicrobium sp009720245, 95.0, 78.63, 0.42; GCA_011053295.1, s__Sphingomicrobium sp011053295, 95.0, 78.5, 0.34; GCF_003097155.1, s__Sphingomicrobium sp003097155, 95.0, 78.47, 0.42; GCF_009363895.1, s__Sphingomicrobium ginsengisoli, 95.0, 78.41, 0.42; GCF_000620665.1, s__Sphingomicrobium sp000620665, 95.0, 78.34, 0.4; GCF_014873795.1, s__Sphingomicrobium sp014873795, 95.0, 78.3, 0.36; GCA_013812805.1, s__Sphingomicrobium sp013812805, 95.0, 78.28, 0.36; GCF_014873475.1, s__Sphingomicrobium sp014873475, 95.0, 78.24, 0.44; GCF_014396785.1, s__Sphingomicrobium lutea, 95.0, 78.23, 0.45; GCF_011302055.1, s__Sphingomicrobium sinipercae, 95.0, 78.22, 0.43; GCA_019242355.1, s__Sphingomicrobium sp019242355, 95.0, 78.19, 0.33; GCA_902806275.1, s__Sphingomicrobium sp902806275, 95.0, 78.15, 0.3; GCF_003970925.1, s__Sphingomicrobium sp003970925, 95.0, 78.14, 0.46; GCF_003499275.1, s__Sphingomicrobium mesophila, 95.0, 78.14, 0.45; GCF_014352855.1, s__Sphingomicrobium sp014352855, 95.0, 78.12, 0.45; GCA_902806285.1, s__Sphingomicrobium sp902806285, 95.0, 78.03, 0.38; GCF_000711715.1, s__Sphingomicrobium astaxanthinifaciens, 95.0, 78.02, 0.4; GCF_014489515.1, s__Sphingomicrobium sediminicola, 95.0, 78.01, 0.39; GCF_014489495.1, s__Sphingomicrobium daechungense, 95.0, 78.01, 0.37; GCF_014396585.1, s__Sphingomicrobium rhizophilum, 95.0, 77.93, 0.33; GCF_016924655.1, s__Sphingomicrobium sp016924655, 95.0, 77.9, 0.35; GCF_000585415.1, s__Sphingomicrobium jaspsi, 95.0, 77.86, 0.35; GCA_013361785.1, s__Sphingomicrobium sp013361785, 95.0, 77.83, 0.35; GCF_011300455.1, s__Sphingomicrobium piscis, 95.0, 77.82, 0.36; GCA_013817375.1, s__Sphingomicrobium sp013817375, 95.0, 77.79, 0.4; GCF_011301715.1, s__Sphingomicrobium sp011301715, 95.0, 77.78, 0.28; GCF_011927725.1, s__Sphingomicrobium kaistense, 95.0, 77.71, 0.39; GCA_902806265.1, s__Sphingomicrobium sp902806265, 95.0, 77.57, 0.35; GCF_007998985.1, s__Sphingomicrobium xanthus, 95.0, 77.55, 0.26; GCA_019247755.1, s__Sphingomicrobium sp019247755, 95.0, 77.54, 0.26; GCF_014873375.1, s__Sphingomicrobium sp014873375, 95.0, 77.41, 0.35; GCA_013816785.1, s__Sphingomicrobium sp013816785, 95.0, 77.39, 0.3; GCA_013816595.1, s__Sphingomicrobium sp013816595, 95.0, 77.32, 0.28; GCA_902806295.1, s__Sphingomicrobium sp902806295, 95.0, 77.31, 0.24; GCF_003583725.1, s__Sphingomicrobium edaphi, 95.0, 77.2, 0.26; GCF_014195685.1, s__Sphingomicrobium lutaoense, 95.0, 77.15, 0.27; GCA_013001055.1, s__Sphingomicrobium sp004282935, 95.0, 76.63, 0.18",46.27,11,0.954295295251167,"N/A"
"JW031.metabat.6","NODE_2130_length_5886_cov_5.912879",3,870,1655,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",43.09,11,0.753802481774605,"N/A"
"JW032.maxbin.001","NODE_24_length_32055_cov_62.310719",28,28921,29709,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__","GCA_004563715.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__SIRX01 sp004563715","78.5","0.44","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",72.38,11,0.91063184966576,"N/A"
"JW032.metabat.12","NODE_2399_length_4738_cov_7.252616",6,3533,4315,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__","GCA_902806425.1","95.0","d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__Truepera sp902806425","77.34","0.39","d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__Truepera;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCF_000092425.1, s__Truepera radiovictrix, 95.0, 77.1, 0.2",54.73,11,0.94634810417342,"N/A"
"JW036.metabat.15","NODE_3353_length_3898_cov_6.177466",2,1198,1989,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","GCA_013698305.1","95.0","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__JACCVC01 sp013698305","76.89","0.18","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",65.49,11,0.925739563544632,"N/A"
"JW036.metabat.9","NODE_514_length_8953_cov_5.834794",8,5447,6235,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.17]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806065.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806065","79.29","0.54","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 80.08, 0.41; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 79.65, 0.32; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 79.22, 0.38; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 78.69, 0.29; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.63, 0.43; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 78.3, 0.33; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 78.23, 0.34; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.75, 0.24; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 77.32, 0.16",57.29,11,0.938872896630156,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW044.metabat.15","NODE_1301_length_6300_cov_17.128102",6,3227,3985,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 79.86, 0.45; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 79.48, 0.4; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 79.18, 0.41; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.98, 0.53; GCA_902806065.1, s__SCSIO-52915 sp902806065, 95.0, 78.58, 0.52; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 78.57, 0.47; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 78.33, 0.44; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.92, 0.44; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.77, 0.29; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 77.59, 0.24",62.49,11,0.912174352736405,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW045.metabat.7","NODE_658_length_4310_cov_11.248884",5,2340,3125,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.17]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806095.1, s__SCSIO-52909 sp902806095, 95.0, 87.87, 0.91; GCA_013698525.1, s__SCSIO-52909 sp013698525, 95.0, 87.2, 0.67; GCA_902812425.1, s__SCSIO-52909 sp902812425, 95.0, 82.83, 0.75; GCA_016781725.1, s__SCSIO-52909 sp016781725, 95.0, 79.82, 0.62; GCA_902806085.1, s__SCSIO-52909 sp902806085, 95.0, 79.1, 0.6; GCA_902805975.1, s__SCSIO-52909 sp902805975, 95.0, 78.78, 0.45; GCA_902805985.1, s__SCSIO-52909 sp902805985, 95.0, 78.78, 0.44; GCF_011492945.1, s__SCSIO-52909 sp011492945, 95.0, 78.52, 0.62; GCA_013815575.1, s__SCSIO-52909 sp013815575, 95.0, 78.27, 0.36; GCA_902806015.1, s__SCSIO-52909 sp902806015, 95.0, 78.11, 0.48",50.18,11,0.963557220670158,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW048.maxbin.001_sub","NODE_9_length_21474_cov_9.778935",8,5131,5919,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.17]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806065.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806065","91.86","0.85","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 79.35, 0.39; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 78.5, 0.31; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.99, 0.34; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 77.99, 0.42; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 77.89, 0.42; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 77.75, 0.3; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.4, 0.32; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.07, 0.24; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 76.63, 0.13",55.56,11,0.990671590722063,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW048.metabat.1","NODE_9015_length_2503_cov_9.807598",2,238,1023,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.17]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806095.1, s__SCSIO-52909 sp902806095, 95.0, 87.14, 0.81; GCA_013698525.1, s__SCSIO-52909 sp013698525, 95.0, 86.53, 0.59; GCA_902812425.1, s__SCSIO-52909 sp902812425, 95.0, 82.33, 0.68; GCA_016781725.1, s__SCSIO-52909 sp016781725, 95.0, 80.4, 0.5; GCA_902805985.1, s__SCSIO-52909 sp902805985, 95.0, 78.61, 0.43; GCA_902806085.1, s__SCSIO-52909 sp902806085, 95.0, 78.58, 0.55; GCF_011492945.1, s__SCSIO-52909 sp011492945, 95.0, 78.42, 0.53; GCA_902806015.1, s__SCSIO-52909 sp902806015, 95.0, 78.41, 0.42; GCA_902805975.1, s__SCSIO-52909 sp902805975, 95.0, 78.39, 0.44; GCA_013815575.1, s__SCSIO-52909 sp013815575, 95.0, 78.25, 0.32",55.32,11,0.960048056904166,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW048.metabat.3","NODE_21_length_16865_cov_4.562403",18,14415,15278,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]",NA,"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__","GCA_902806265.1","95.0","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__Sphingomicrobium sp902806265","88.75","0.86","d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806285.1, s__Sphingomicrobium sp902806285, 95.0, 86.72, 0.8; GCF_009363895.1, s__Sphingomicrobium ginsengisoli, 95.0, 80.04, 0.66; GCF_016924655.1, s__Sphingomicrobium sp016924655, 95.0, 79.93, 0.59; GCF_000711715.1, s__Sphingomicrobium astaxanthinifaciens, 95.0, 79.67, 0.59; GCF_003970925.1, s__Sphingomicrobium sp003970925, 95.0, 79.65, 0.6; GCA_902806295.1, s__Sphingomicrobium sp902806295, 95.0, 79.53, 0.51; GCF_014873375.1, s__Sphingomicrobium sp014873375, 95.0, 79.44, 0.55; GCF_011927725.1, s__Sphingomicrobium kaistense, 95.0, 79.42, 0.58; GCA_011053295.1, s__Sphingomicrobium sp011053295, 95.0, 79.14, 0.4; GCA_902806275.1, s__Sphingomicrobium sp902806275, 95.0, 78.95, 0.37; GCF_003499275.1, s__Sphingomicrobium mesophila, 95.0, 78.54, 0.51; GCA_013812825.1, s__Sphingomicrobium sp013812825, 95.0, 78.39, 0.47; GCF_011300455.1, s__Sphingomicrobium piscis, 95.0, 78.33, 0.38; GCA_013812805.1, s__Sphingomicrobium sp013812805, 95.0, 78.29, 0.37; GCF_014873475.1, s__Sphingomicrobium sp014873475, 95.0, 78.24, 0.44; GCF_014352855.1, s__Sphingomicrobium sp014352855, 95.0, 78.21, 0.41; GCF_014396585.1, s__Sphingomicrobium rhizophilum, 95.0, 78.18, 0.42; GCF_014396785.1, s__Sphingomicrobium lutea, 95.0, 78.12, 0.45; GCF_009720245.1, s__Sphingomicrobium sp009720245, 95.0, 78.1, 0.39; GCF_003097155.1, s__Sphingomicrobium sp003097155, 95.0, 78.09, 0.43; GCF_011302055.1, s__Sphingomicrobium sinipercae, 95.0, 78.04, 0.43; GCA_019242355.1, s__Sphingomicrobium sp019242355, 95.0, 78.0, 0.34; GCF_000585415.1, s__Sphingomicrobium jaspsi, 95.0, 77.94, 0.5; GCF_000620665.1, s__Sphingomicrobium sp000620665, 95.0, 77.91, 0.39; GCA_013816785.1, s__Sphingomicrobium sp013816785, 95.0, 77.91, 0.37; GCF_007998985.1, s__Sphingomicrobium xanthus, 95.0, 77.88, 0.35; GCA_019247755.1, s__Sphingomicrobium sp019247755, 95.0, 77.77, 0.27; GCF_014489495.1, s__Sphingomicrobium daechungense, 95.0, 77.75, 0.37; GCF_014489515.1, s__Sphingomicrobium sediminicola, 95.0, 77.62, 0.35; GCF_011301715.1, s__Sphingomicrobium sp011301715, 95.0, 77.61, 0.32; GCF_014873795.1, s__Sphingomicrobium sp014873795, 95.0, 77.6, 0.34; GCA_013817375.1, s__Sphingomicrobium sp013817375, 95.0, 77.58, 0.29; GCA_013361785.1, s__Sphingomicrobium sp013361785, 95.0, 77.57, 0.3; GCF_003583725.1, s__Sphingomicrobium edaphi, 95.0, 77.28, 0.27; GCA_013816595.1, s__Sphingomicrobium sp013816595, 95.0, 77.24, 0.25; GCF_014195685.1, s__Sphingomicrobium lutaoense, 95.0, 77.09, 0.3; GCA_013001055.1, s__Sphingomicrobium sp004282935, 95.0, 76.96, 0.17",44.22,11,0.989148360605722,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW075.metabat.3","NODE_645_length_2839_cov_6.863506",3,1159,1947,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.17]; Rossmann-like domain [PF10727.11]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806065.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806065","78.63","0.55","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 79.39, 0.45; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 78.84, 0.39; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 78.6, 0.39; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 78.37, 0.46; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.34, 0.49; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.96, 0.33; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.4, 0.41; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.13, 0.24; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 77.07, 0.22",47.3,11,0.938066826810269,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW076.maxbin.003","NODE_2673_length_3913_cov_5.826853",3,1153,1941,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; Rossmann-like domain [PF10727.11]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.17]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",64.06,11,0.865371109586399,"N/A"
"JW076.metabat.10","NODE_37_length_17571_cov_12.264330",7,3820,4575,1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.17]; Rossmann-like domain [PF10727.11]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JACCVG01;s__","GCA_013698335.1","95.0","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JACCVG01;s__JACCVG01 sp013698335","77.91","0.34","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JACCVG01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",51.21,11,0.861816714423727,"N/A"
"JW076.metabat.4","NODE_6679_length_2531_cov_8.367124",3,1601,2407,-1,"C","K00286","pyrroline-5-carboxylate reductase [EC:1.5.1.2]",NA,"Pyrroline-5-carboxylate reductase dimerisation [PF14748.8]; NADP oxidoreductase coenzyme F420-dependent [PF03807.19]; NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.17]; NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus [PF01210.25]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__;s__","GCA_009377795.1","95.0","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__WHTJ01;s__WHTJ01 sp009377795","78.22","0.36","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",35.29,11,0.84124968171682,"N/A"
