"fasta","gene_position","start_position","end_position","rank","kegg_id","kegg_hit","peptidase_id","peptidase_hit","peptidase_bitScore","pfam_hits","cazy_hits","classification","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references(genome_id,species_name,radius,ANI,AF)","msa_percent","translation_table","red_value","warnings"
"JW026.metabat.4",4,3220,3486,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806055.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806055","87.55","0.76","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 83.97, 0.6; GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 83.83, 0.57; GCA_902806065.1, s__SCSIO-52915 sp902806065, 95.0, 78.38, 0.44; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.23, 0.38; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 78.12, 0.27; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 78.07, 0.32; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.94, 0.31; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.6, 0.23; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 76.66, 0.14",82.66,11,0.983718422076776,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW027.maxbin.001",6,4405,4671,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806055.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806055","87.65","0.8","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 84.19, 0.55; GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 83.94, 0.58; GCA_902806065.1, s__SCSIO-52915 sp902806065, 95.0, 78.52, 0.47; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.04, 0.42; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.99, 0.36; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 77.98, 0.29; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.86, 0.33; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.61, 0.24; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 76.84, 0.14",69.88,11,0.983638795842695,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW027.maxbin.001",10,9479,9649,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806055.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806055","87.65","0.8","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 84.19, 0.55; GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 83.94, 0.58; GCA_902806065.1, s__SCSIO-52915 sp902806065, 95.0, 78.52, 0.47; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.04, 0.42; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.99, 0.36; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 77.98, 0.29; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.86, 0.33; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.61, 0.24; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 76.84, 0.14",69.88,11,0.983638795842695,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW027.maxbin.001",1,1,111,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806055.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806055","87.65","0.8","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 84.19, 0.55; GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 83.94, 0.58; GCA_902806065.1, s__SCSIO-52915 sp902806065, 95.0, 78.52, 0.47; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.04, 0.42; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.99, 0.36; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 77.98, 0.29; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.86, 0.33; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.61, 0.24; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 76.84, 0.14",69.88,11,0.983638795842695,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW029.maxbin.001",11,9685,9954,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__","GCA_004563715.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__SIRX01 sp004563715","78.82","0.39","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",78.12,11,0.916600767716388,"N/A"
"JW031.metabat.11",2,890,1186,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","GCA_013698305.1","95.0","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__JACCVC01 sp013698305","76.92","0.25","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",82.98,11,0.928961396761556,"N/A"
"JW031.metabat.15",3,2306,2608,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__;s__","GCA_009380025.1","95.0","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__WHSP01;s__WHSP01 sp009380025","76.08","0.07","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",52.66,11,0.784920276732237,"N/A"
"JW031.metabat.15",4,3243,3638,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__;s__","GCA_009380025.1","95.0","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__WHSP01;s__WHSP01 sp009380025","76.08","0.07","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",52.66,11,0.784920276732237,"N/A"
"JW031.metabat.21",4,3874,4257,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",66.78,11,0.719393365797101,"N/A"
"JW031.metabat.21",5,6502,6789,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",66.78,11,0.719393365797101,"N/A"
"JW031.metabat.24",14,13487,13783,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","GCA_013698305.1","95.0","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__JACCVC01 sp013698305","77.59","0.22","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",66.9,11,0.910236544472577,"N/A"
"JW031.metabat.8",2,1474,1764,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",44.46,11,0.864370665106329,"N/A"
"JW032.maxbin.001",1,26,298,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__","GCA_004563715.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__SIRX01 sp004563715","78.5","0.44","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SIRX01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",72.38,11,0.91063184966576,"N/A"
"JW032.metabat.2",1,1,132,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902812425.1, s__SCSIO-52909 sp902812425, 95.0, 80.27, 0.45; GCA_902806095.1, s__SCSIO-52909 sp902806095, 95.0, 80.03, 0.53; GCA_013698525.1, s__SCSIO-52909 sp013698525, 95.0, 79.78, 0.44; GCA_016781725.1, s__SCSIO-52909 sp016781725, 95.0, 79.52, 0.48; GCA_902806085.1, s__SCSIO-52909 sp902806085, 95.0, 78.93, 0.45; GCA_902805975.1, s__SCSIO-52909 sp902805975, 95.0, 78.6, 0.35; GCA_902805985.1, s__SCSIO-52909 sp902805985, 95.0, 78.58, 0.34; GCF_011492945.1, s__SCSIO-52909 sp011492945, 95.0, 78.53, 0.41; GCA_902806015.1, s__SCSIO-52909 sp902806015, 95.0, 78.45, 0.36; GCA_013815575.1, s__SCSIO-52909 sp013815575, 95.0, 78.39, 0.36",58.62,11,0.932895904958098,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW032.metabat.2",30,24923,25114,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52909;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902812425.1, s__SCSIO-52909 sp902812425, 95.0, 80.27, 0.45; GCA_902806095.1, s__SCSIO-52909 sp902806095, 95.0, 80.03, 0.53; GCA_013698525.1, s__SCSIO-52909 sp013698525, 95.0, 79.78, 0.44; GCA_016781725.1, s__SCSIO-52909 sp016781725, 95.0, 79.52, 0.48; GCA_902806085.1, s__SCSIO-52909 sp902806085, 95.0, 78.93, 0.45; GCA_902805975.1, s__SCSIO-52909 sp902805975, 95.0, 78.6, 0.35; GCA_902805985.1, s__SCSIO-52909 sp902805985, 95.0, 78.58, 0.34; GCF_011492945.1, s__SCSIO-52909 sp011492945, 95.0, 78.53, 0.41; GCA_902806015.1, s__SCSIO-52909 sp902806015, 95.0, 78.45, 0.36; GCA_013815575.1, s__SCSIO-52909 sp013815575, 95.0, 78.39, 0.36",58.62,11,0.932895904958098,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW035.maxbin.001",11,7206,7571,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",47.38,11,0.812490044844868,"N/A"
"JW036.metabat.10",2,691,996,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__JAFAYN01;s__","GCA_019240375.1","95.0","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__JAFAYN01;s__JAFAYN01 sp019240375","80.87","0.57","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__JAFAYN01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",51.09,11,0.908215414096396,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW036.metabat.10",12,10733,11098,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__JAFAYN01;s__","GCA_019240375.1","95.0","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__JAFAYN01;s__JAFAYN01 sp019240375","80.87","0.57","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__JAFAYN01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",51.09,11,0.908215414096396,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW036.metabat.15",2,1766,2062,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","GCA_013698305.1","95.0","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__JACCVC01 sp013698305","76.89","0.18","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JACCVC01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",65.49,11,0.925739563544632,"N/A"
"JW036.metabat.16",1,165,527,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium;s__","GCF_014202995.1","95.0","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium;s__Longimicrobium terrae","78.68","0.5","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__Longimicrobium;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902805735.1, s__Longimicrobium sp902805735, 95.0, 78.95, 0.52",38.74,11,0.913481478546661,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW036.metabat.6",2,301,666,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__;s__","taxonomic classification fully defined by topology","classification based on placement in class-level tree","N/A",53.47,11,0.813080239906921,"N/A"
"JW036.metabat.9",1,9,278,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806065.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806065","79.29","0.54","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 80.08, 0.41; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 79.65, 0.32; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 79.22, 0.38; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 78.69, 0.29; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.63, 0.43; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 78.3, 0.33; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 78.23, 0.34; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.75, 0.24; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 77.32, 0.16",57.29,11,0.938872896630156,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW036.metabat.9",11,6004,6270,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806065.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806065","79.29","0.54","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 80.08, 0.41; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 79.65, 0.32; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 79.22, 0.38; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 78.69, 0.29; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.63, 0.43; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 78.3, 0.33; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 78.23, 0.34; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.75, 0.24; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 77.32, 0.16",57.29,11,0.938872896630156,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW044.metabat.15",4,2820,3089,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 79.86, 0.45; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 79.48, 0.4; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 79.18, 0.41; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.98, 0.53; GCA_902806065.1, s__SCSIO-52915 sp902806065, 95.0, 78.58, 0.52; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 78.57, 0.47; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 78.33, 0.44; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.92, 0.44; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.77, 0.29; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 77.59, 0.24",62.49,11,0.912174352736405,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW048.maxbin.001_sub",13,8003,8272,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806065.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806065","91.86","0.85","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 79.35, 0.39; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 78.5, 0.31; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.99, 0.34; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 77.99, 0.42; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 77.89, 0.42; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 77.75, 0.3; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.4, 0.32; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.07, 0.24; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 76.63, 0.13",55.56,11,0.990671590722063,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW048.maxbin.001_sub",6,5119,5385,"C","K04078","chaperonin GroES",NA,NA,NA,"Chaperonin 10 Kd subunit [PF00166.23]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806065.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806065","91.86","0.85","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 79.35, 0.39; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 78.5, 0.31; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.99, 0.34; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 77.99, 0.42; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 77.89, 0.42; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 77.75, 0.3; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.4, 0.32; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.07, 0.24; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 76.63, 0.13",55.56,11,0.990671590722063,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
