"fasta","gene_position","start_position","end_position","strandedness","rank","kegg_id","kegg_hit","peptidase_bitScore","pfam_hits","cazy_hits","classification","closest_placement_reference","closest_placement_radius","closest_placement_taxonomy","closest_placement_ani","closest_placement_af","pplacer_taxonomy","classification_method","note","other_related_references(genome_id,species_name,radius,ANI,AF)","msa_percent","translation_table","red_value","warnings"
"JW131.metabat.4",2,3155,4726,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; FAD binding domain [PF01494.21]; Flavin-binding monooxygenase-like [PF00743.21]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; HI0933-like protein [PF03486.16]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__","GCA_019244745.1","95.0","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp019244745","78.26","0.36","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_017882405.1, s__Palsa-465 sp017882405, 95.0, 78.42, 0.33; GCA_019240655.1, s__Palsa-465 sp019240655, 95.0, 78.41, 0.33; GCA_019241635.1, s__Palsa-465 sp019241635, 95.0, 78.24, 0.31; GCA_019244395.1, s__Palsa-465 sp019244395, 95.0, 78.05, 0.33; GCA_019240305.1, s__Palsa-465 sp019240305, 95.0, 77.99, 0.28; GCA_017882465.1, s__Palsa-465 sp017882465, 95.0, 77.96, 0.28; GCA_019240115.1, s__Palsa-465 sp019240115, 95.0, 77.95, 0.3; GCA_019239375.1, s__Palsa-465 sp019239375, 95.0, 77.9, 0.28; GCA_003244035.1, s__Palsa-465 sp003244035, 95.0, 77.86, 0.31; GCA_019240015.1, s__Palsa-465 sp019240015, 95.0, 77.85, 0.35; GCA_019239445.1, s__Palsa-465 sp019239445, 95.0, 77.79, 0.3; GCA_005883415.1, s__Palsa-465 sp005883415, 95.0, 77.46, 0.25; GCA_003165655.1, s__Palsa-465 sp003165655, 95.0, 77.08, 0.19; GCA_019247075.1, s__Palsa-465 sp019247075, 95.0, 77.06, 0.2; GCA_009785395.1, s__Palsa-465 sp009785395, 95.0, 77.06, 0.3; GCA_017354065.1, s__Palsa-465 sp017354065, 95.0, 76.53, 0.18; GCA_003137075.1, s__Palsa-465 sp003137075, 95.0, 76.26, 0.15",45.69,11,0.927331521123454,"N/A"
"JW134.metabat.2_sub",2,1762,3060,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; Flavin-binding monooxygenase-like [PF00743.21]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; NAD(P)-binding Rossmann-like domain [PF13450.8]; FAD binding domain [PF01494.21]; HI0933-like protein [PF03486.16]; Flavin containing amine oxidoreductase [PF01593.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JAAYBF01;s__","GCA_013811765.1","95.0","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JAAYBF01;s__JAAYBF01 sp013811765","78.49","0.39","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__JAAYBF01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_012718975.1, s__JAAYBF01 sp012718975, 95.0, 78.0, 0.31; GCA_013812005.1, s__JAAYBF01 sp013812005, 95.0, 77.32, 0.34",45,11,0.920150382102797,"N/A"
"JW135.metabat.1",13,22340,23824,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; HI0933-like protein [PF03486.16]; FAD binding domain [PF01494.21]; Flavin-binding monooxygenase-like [PF00743.21]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; Flavin containing amine oxidoreductase [PF01593.26]",NA,"d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXM01;s__","GCA_013698055.1","95.0","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXM01;s__QHXM01 sp013698055","78.19","0.36","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QHXM01;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_003222945.1, s__QHXM01 sp003222945, 95.0, 77.46, 0.25",72.46,11,0.91938740788375,"N/A"
"JW147.metabat.2",13,12977,14512,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; Flavin-binding monooxygenase-like [PF00743.21]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; FAD binding domain [PF01494.21]; HI0933-like protein [PF03486.16]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__AC-38;s__","GCA_005883255.1","95.0","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__AC-38;s__AC-38 sp005883255","78.91","0.51","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__AC-38;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","N/A",47.24,11,0.867857139177902,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW149.metabat.9",5,6561,8027,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; HI0933-like protein [PF03486.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Flavin-binding monooxygenase-like [PF00743.21]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; FAD binding domain [PF01494.21]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; FAD dependent oxidoreductase [PF12831.9]; FAD dependent oxidoreductase [PF01266.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806065.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806065","78.71","0.52","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 79.32, 0.33; GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 79.23, 0.41; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 78.57, 0.43; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.35, 0.46; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 78.3, 0.35; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 78.18, 0.37; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.97, 0.4; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 77.48, 0.22; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.47, 0.27",70.63,11,0.938404950730604,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW151.maxbin.002_sub",4,7122,8600,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; HI0933-like protein [PF03486.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Flavin-binding monooxygenase-like [PF00743.21]; FAD binding domain [PF01494.21]; FAD binding domain [PF00890.26]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; FAD dependent oxidoreductase [PF01266.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806065.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806065","79.34","0.53","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 79.72, 0.41; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 79.21, 0.41; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 78.8, 0.43; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 78.59, 0.32; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.53, 0.45; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 78.32, 0.37; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 78.18, 0.34; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 77.74, 0.22; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.53, 0.28",74.01,11,0.941677411413647,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW151.metabat.12",4,6012,7439,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; HI0933-like protein [PF03486.16]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; NAD(P)-binding Rossmann-like domain [PF13450.8]; FAD binding domain [PF01494.21]; Flavin-binding monooxygenase-like [PF00743.21]; FAD binding domain [PF00890.26]; FAD dependent oxidoreductase [PF01266.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_019247245.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp019247245","84.97","0.55","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 77.75, 0.23; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 77.48, 0.27; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 77.38, 0.24; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 77.36, 0.17; GCA_902806065.1, s__SCSIO-52915 sp902806065, 95.0, 77.3, 0.28; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 77.22, 0.23; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.19, 0.17; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 76.92, 0.18; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 76.58, 0.15",82.43,11,0.959928078360782,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW151.metabat.7",5,3090,4550,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; Flavin-binding monooxygenase-like [PF00743.21]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; HI0933-like protein [PF03486.16]; FAD binding domain [PF01494.21]; Flavin containing amine oxidoreductase [PF01593.26]; FAD binding domain [PF00890.26]; FAD dependent oxidoreductase [PF12831.9]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",51.27,11,0.902169894510808,"N/A"
"JW151.metabat.7",6,6489,7949,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; FAD binding domain [PF01494.21]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; HI0933-like protein [PF03486.16]; Flavin-binding monooxygenase-like [PF00743.21]; Thi4 family [PF01946.19]; FAD dependent oxidoreductase [PF12831.9]; FAD dependent oxidoreductase [PF01266.26]; FAD binding domain [PF00890.26]; Flavin containing amine oxidoreductase [PF01593.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Thermoleophilaceae;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",51.27,11,0.902169894510808,"N/A"
"JW153.metabat.6",7,8213,9679,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; HI0933-like protein [PF03486.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Flavin-binding monooxygenase-like [PF00743.21]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; FAD binding domain [PF01494.21]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; FAD dependent oxidoreductase [PF12831.9]; FAD dependent oxidoreductase [PF01266.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_019247245.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp019247245","77.21","0.18","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 78.89, 0.32; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 78.82, 0.32; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 78.31, 0.29; GCA_902806065.1, s__SCSIO-52915 sp902806065, 95.0, 78.29, 0.35; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 78.29, 0.24; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.07, 0.34; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.96, 0.26; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.93, 0.26; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.15, 0.23",70.93,11,0.89838604152774,"N/A"
"JW155.metabat.5",2,233,1699,1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; HI0933-like protein [PF03486.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Flavin-binding monooxygenase-like [PF00743.21]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; FAD binding domain [PF01494.21]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; FAD dependent oxidoreductase [PF12831.9]; FAD dependent oxidoreductase [PF01266.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_902806065.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp902806065","78.24","0.42","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 78.97, 0.35; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 78.66, 0.35; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 78.16, 0.4; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 78.06, 0.29; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 78.02, 0.37; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.92, 0.31; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.91, 0.3; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 77.24, 0.23; GCA_019247245.1, s__SCSIO-52915 sp019247245, 95.0, 77.16, 0.19",77.56,11,0.939213195999455,"N/A"
"JW156.metabat.6",4,2633,4060,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; HI0933-like protein [PF03486.16]; NAD(P)-binding Rossmann-like domain [PF13450.8]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; Flavin-binding monooxygenase-like [PF00743.21]; FAD binding domain [PF01494.21]",NA,"d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","GCA_019247245.1","95.0","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__SCSIO-52915 sp019247245","84.95","0.55","d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__SCSIO-52915;s__","taxonomic classification defined by topology and ANI","classification based on placement in class-level tree","GCA_902806075.1, s__SCSIO-52915 sp902806075, 95.0, 78.01, 0.24; GCA_016781705.1, s__SCSIO-52915 sp016781705, 95.0, 77.53, 0.17; GCF_011492965.1, s__SCSIO-52915 sp011492965, 95.0, 77.4, 0.27; GCA_016781775.1, s__SCSIO-52915 sp016781775, 95.0, 77.33, 0.2; GCA_902806055.1, s__SCSIO-52915 sp902806055, 95.0, 77.24, 0.27; GCA_016781885.1, s__SCSIO-52915 sp016781885, 95.0, 77.23, 0.27; GCA_902806065.1, s__SCSIO-52915 sp902806065, 95.0, 77.18, 0.3; GCA_902806105.1, s__SCSIO-52915 sp902806105, 95.0, 77.02, 0.21; GCA_016781635.1, s__SCSIO-52915 sp016781635, 95.0, 76.87, 0.15",80.12,11,0.958452591363192,"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"
"JW163.metabat.1",12,10941,12407,-1,"C","K00266","glutamate synthase (NADPH) small chain [EC:1.4.1.13]",NA,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.8]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.16]; Flavin-binding monooxygenase-like [PF00743.21]; NAD(P)-binding Rossmann-like domain [PF13450.8]; FAD binding domain [PF01494.21]; HI0933-like protein [PF03486.16]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.29]; Thi4 family [PF01946.19]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.8]; FAD dependent oxidoreductase [PF12831.9]; FAD dependent oxidoreductase [PF01266.26]",NA,"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__","N/A","N/A","N/A","N/A","N/A","d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__","taxonomic novelty determined using RED","classification based on placement in class-level tree","N/A",70.57,11,0.888914182261477,"N/A"
